recall,precision,method
0.9732,0.30655186896262077,FedTROS-PR
0.9731333333333333,0.30668543575090346,FedTROS-PR
0.973,0.3066756319472169,FedTROS-PR
0.9728,0.3067157120336311,FedTROS-PR
0.9728,0.30672860656254597,FedTROS-PR
0.9727333333333333,0.3067591716598339,FedTROS-PR
0.9726666666666667,0.3067768456023045,FedTROS-PR
0.9726666666666667,0.30680264956366315,FedTROS-PR
0.9724666666666667,0.3069073618212039,FedTROS-PR
0.9724666666666667,0.3069654882154882,FedTROS-PR
0.9722666666666666,0.3069992632354489,FedTROS-PR
0.9721333333333333,0.30711231861165517,FedTROS-PR
0.9719333333333333,0.3071461677832554,FedTROS-PR
0.9718,0.3072529140231436,FedTROS-PR
0.9718,0.307285298705679,FedTROS-PR
0.9717333333333333,0.30734844491302055,FedTROS-PR
0.9717333333333333,0.3073808519611978,FedTROS-PR
0.9717333333333333,0.307400299470654,FedTROS-PR
0.9717333333333333,0.30741326584414214,FedTROS-PR
0.9716666666666667,0.3075154021436408,FedTROS-PR
0.9715333333333334,0.3075056445316621,FedTROS-PR
0.9714,0.30750237416904086,FedTROS-PR
0.9712666666666666,0.3075055933133522,FedTROS-PR
0.9712,0.30758186770263707,FedTROS-PR
0.9712,0.3076338295850491,FedTROS-PR
0.9712,0.3076663146779303,FedTROS-PR
0.9712,0.3076793106361409,FedTROS-PR
0.9712,0.3077508080359972,FedTROS-PR
0.9712,0.30784835805756305,FedTROS-PR
0.9712,0.30788088847560074,FedTROS-PR
0.9707333333333333,0.30813018452683255,FedTROS-PR
0.9707333333333333,0.3081367051105703,FedTROS-PR
0.9706666666666667,0.3081742369724421,FedTROS-PR
0.9706,0.3082574634766039,FedTROS-PR
0.9706,0.3082705174896248,FedTROS-PR
0.9705333333333334,0.3083211555160218,FedTROS-PR
0.9704666666666667,0.30834568947256935,FedTROS-PR
0.9704,0.3084290375895241,FedTROS-PR
0.9700666666666666,0.3083949727656147,FedTROS-PR
0.9699333333333333,0.30847680434229496,FedTROS-PR
0.9698666666666667,0.30848176420695506,FedTROS-PR
0.9698,0.3085521571289187,FedTROS-PR
0.9698,0.3085652469031054,FedTROS-PR
0.9698,0.3085783377879598,FedTROS-PR
0.9697333333333333,0.30865533558257474,FedTROS-PR
0.9696666666666667,0.3086537645361175,FedTROS-PR
0.9693333333333334,0.30874421370025906,FedTROS-PR
0.9691333333333333,0.30893635107852513,FedTROS-PR
0.9691333333333333,0.30898888345696857,FedTROS-PR
0.9691333333333333,0.3090480037416557,FedTROS-PR
0.9690666666666666,0.309145044661846,FedTROS-PR
0.969,0.309189534141672,FedTROS-PR
0.9688666666666667,0.30927198825306973,FedTROS-PR
0.9687333333333333,0.30928866374356134,FedTROS-PR
0.9686666666666667,0.30928712829136423,FedTROS-PR
0.9686666666666667,0.3093793250292771,FedTROS-PR
0.9686666666666667,0.30939250047910055,FedTROS-PR
0.9686666666666667,0.3094913521342762,FedTROS-PR
0.9686666666666667,0.30949794449059576,FedTROS-PR
0.9686666666666667,0.3095375045269594,FedTROS-PR
0.9686666666666667,0.30959686354725985,FedTROS-PR
0.9686,0.30961513872906277,FedTROS-PR
0.9686,0.3096481319664969,FedTROS-PR
0.9686,0.30965473145780054,FedTROS-PR
0.9684666666666667,0.3097771617443224,FedTROS-PR
0.9684666666666667,0.30985645116566773,FedTROS-PR
0.9684666666666667,0.30992916880013655,FedTROS-PR
0.9684666666666667,0.30993578118666126,FedTROS-PR
0.9684666666666667,0.31005485241073144,FedTROS-PR
0.9684,0.31015266360627736,FedTROS-PR
0.9683333333333334,0.3101379339795875,FedTROS-PR
0.9682666666666667,0.3102755821405683,FedTROS-PR
0.9682666666666667,0.3103286184351096,FedTROS-PR
0.9682,0.3103536702639171,FedTROS-PR
0.9681333333333333,0.3103986320401838,FedTROS-PR
0.9680666666666666,0.31043033969685957,FedTROS-PR
0.9680666666666666,0.3104568875205781,FedTROS-PR
0.9680666666666666,0.3105431993156544,FedTROS-PR
0.9680666666666666,0.31058969477894466,FedTROS-PR
0.9680666666666666,0.31064949512236867,FedTROS-PR
0.9680666666666666,0.31065614102646383,FedTROS-PR
0.9680666666666666,0.3107292647436446,FedTROS-PR
0.968,0.3107477635577623,FedTROS-PR
0.968,0.31078101924188267,FedTROS-PR
0.9679333333333333,0.31082614373488043,FedTROS-PR
0.9679333333333333,0.3108327981160351,FedTROS-PR
0.9679333333333333,0.3108660742961139,FedTROS-PR
0.9679333333333333,0.3111192062913836,FedTROS-PR
0.9677333333333333,0.3115690062245117,FedTROS-PR
0.9677333333333333,0.311702812969723,FedTROS-PR
0.9676,0.3117937701396348,FedTROS-PR
0.9676,0.311941196698762,FedTROS-PR
0.9674666666666667,0.3119786740046436,FedTROS-PR
0.9674666666666667,0.31201221216486424,FedTROS-PR
0.9674666666666667,0.31203233852240475,FedTROS-PR
0.9674666666666667,0.3120658882222652,FedTROS-PR
0.9674666666666667,0.3120725990279988,FedTROS-PR
0.9674666666666667,0.3122337449976333,FedTROS-PR
0.9674,0.3124407889070709,FedTROS-PR
0.9674,0.3124542440032729,FedTROS-PR
0.9673333333333334,0.3125538514561434,FedTROS-PR
0.9672666666666667,0.31259964665833584,FedTROS-PR
0.9670666666666666,0.31269670187540416,FedTROS-PR
0.9668666666666667,0.3128883327580255,FedTROS-PR
0.9667333333333333,0.31288568592758814,FedTROS-PR
0.9666666666666667,0.3129383835113845,FedTROS-PR
0.9666666666666667,0.3131005592623783,FedTROS-PR
0.9666,0.31317363976067564,FedTROS-PR
0.9665333333333334,0.31326030120351767,FedTROS-PR
0.9664666666666667,0.3132996196403873,FedTROS-PR
0.9664666666666667,0.31331993343275194,FedTROS-PR
0.9664666666666667,0.313347022587269,FedTROS-PR
0.9664666666666667,0.313353795607816,FedTROS-PR
0.966,0.31360242398008875,FedTROS-PR
0.966,0.3136431524491872,FedTROS-PR
0.9659333333333333,0.3136622431970212,FedTROS-PR
0.9658666666666667,0.31370171487961196,FedTROS-PR
0.9658,0.3137344074844075,FedTROS-PR
0.9657333333333333,0.313773907769619,FedTROS-PR
0.9656666666666667,0.31388142498049754,FedTROS-PR
0.9656666666666667,0.3139426515529162,FedTROS-PR
0.9656666666666667,0.31394945597988644,FedTROS-PR
0.9656,0.31396180608241386,FedTROS-PR
0.9656,0.31397541783182675,FedTROS-PR
0.9656,0.3140434942867674,FedTROS-PR
0.9654666666666667,0.3141840586627327,FedTROS-PR
0.9654666666666667,0.3142658738770019,FedTROS-PR
0.9654666666666667,0.31427951388888886,FedTROS-PR
0.9654,0.3142987368146894,FedTROS-PR
0.9653333333333334,0.31439303471784963,FedTROS-PR
0.9652,0.31452033368091764,FedTROS-PR
0.9650666666666666,0.314640932011824,FedTROS-PR
0.9650666666666666,0.314736704787581,FedTROS-PR
0.9650666666666666,0.31493527684107475,FedTROS-PR
0.9650666666666666,0.3149421286224001,FedTROS-PR
0.9648666666666667,0.31494538016277146,FedTROS-PR
0.9648666666666667,0.3149865064855924,FedTROS-PR
0.9648,0.31504702194357365,FedTROS-PR
0.9648,0.3150744578942785,FedTROS-PR
0.9647333333333333,0.3150732652572449,FedTROS-PR
0.9646,0.31515323125176975,FedTROS-PR
0.9646,0.31516009583968635,FedTROS-PR
0.9645333333333334,0.315145178505304,FedTROS-PR
0.9645333333333334,0.3151795050540258,FedTROS-PR
0.9644666666666667,0.3152538679450861,FedTROS-PR
0.9644666666666667,0.31527447861049973,FedTROS-PR
0.9644,0.3152870406695436,FedTROS-PR
0.9642666666666667,0.3155735916568486,FedTROS-PR
0.9642666666666667,0.31564245810055863,FedTROS-PR
0.9642666666666667,0.31565623499629,FedTROS-PR
0.9642,0.3156619669125671,FedTROS-PR
0.9642,0.31567574646411733,FedTROS-PR
0.9642,0.31569641804727916,FedTROS-PR
0.9640666666666666,0.3157768315318266,FedTROS-PR
0.9637333333333333,0.3157434911759567,FedTROS-PR
0.9637333333333333,0.3157848748307047,FedTROS-PR
0.9637333333333333,0.3158262693349646,FedTROS-PR
0.9637333333333333,0.3159090909090909,FedTROS-PR
0.9636,0.3160242254629731,FedTROS-PR
0.9636,0.316100249311114,FedTROS-PR
0.9635333333333334,0.31617518375918796,FedTROS-PR
0.9631333333333333,0.31636228266106076,FedTROS-PR
0.9631333333333333,0.31641078429225344,FedTROS-PR
0.9630666666666666,0.31643046459159313,FedTROS-PR
0.9630666666666666,0.3164928577688196,FedTROS-PR
0.963,0.31656110977186563,FedTROS-PR
0.9629333333333333,0.3166016395598615,FedTROS-PR
0.9629333333333333,0.31668493751370314,FedTROS-PR
0.9629333333333333,0.3168238648826497,FedTROS-PR
0.9627333333333333,0.3169805522630493,FedTROS-PR
0.9627333333333333,0.3170362239297475,FedTROS-PR
0.9627333333333333,0.31706406709700086,FedTROS-PR
0.9626,0.31704799964867597,FedTROS-PR
0.9626,0.31707584874171024,FedTROS-PR
0.9626,0.31718032642839883,FedTROS-PR
0.9625333333333334,0.3173256555089123,FedTROS-PR
0.9625333333333334,0.31734657991911375,FedTROS-PR
0.9625333333333334,0.3174442636647465,FedTROS-PR
0.9622666666666667,0.31756578368388627,FedTROS-PR
0.9622666666666667,0.3175867455829611,FedTROS-PR
0.9620666666666666,0.317863436123348,FedTROS-PR
0.9620666666666666,0.31788444170319624,FedTROS-PR
0.9620666666666666,0.31791945717307013,FedTROS-PR
0.962,0.3179744827130297,FedTROS-PR
0.962,0.31798148964301454,FedTROS-PR
0.9619333333333333,0.3181487442947545,FedTROS-PR
0.9619333333333333,0.31816979051819183,FedTROS-PR
0.9618666666666666,0.3182670460812212,FedTROS-PR
0.9618666666666666,0.3183091755465837,FedTROS-PR
0.9618666666666666,0.31834429195534175,FedTROS-PR
0.9618,0.3184697909538421,FedTROS-PR
0.9617333333333333,0.3185039630848034,FedTROS-PR
0.9617333333333333,0.3185813347466985,FedTROS-PR
0.9616666666666667,0.31872113833712634,FedTROS-PR
0.9616666666666667,0.3187422662188439,FedTROS-PR
0.9616,0.31874129891940867,FedTROS-PR
0.9616,0.31874834261469104,FedTROS-PR
0.9612666666666667,0.31877169323281673,FedTROS-PR
0.9612666666666667,0.31880693375784913,FedTROS-PR
0.9612666666666667,0.31894797380994516,FedTROS-PR
0.9612,0.31899641577060933,FedTROS-PR
0.9612,0.31900347368188153,FedTROS-PR
0.961,0.3192761744446167,FedTROS-PR
0.961,0.31929031829357435,FedTROS-PR
0.961,0.3193044633957249,FedTROS-PR
0.9606666666666667,0.3194696936106061,FedTROS-PR
0.9606666666666667,0.31949094295279695,FedTROS-PR
0.9605333333333334,0.31953870037702375,FedTROS-PR
0.9605333333333334,0.3195670496384687,FedTROS-PR
0.9605333333333334,0.319602493289856,FedTROS-PR
0.9604666666666667,0.3196370332571606,FedTROS-PR
0.9604,0.3196644920782852,FedTROS-PR
0.9604,0.3197141525555383,FedTROS-PR
0.9602,0.3198037169438462,FedTROS-PR
0.9602,0.31981081801225686,FedTROS-PR
0.9602,0.31983922543968735,FedTROS-PR
0.9602,0.31988184604450765,FedTROS-PR
0.9601333333333333,0.3199520138626619,FedTROS-PR
0.9601333333333333,0.3200159985779042,FedTROS-PR
0.9600666666666666,0.3201218156759881,FedTROS-PR
0.9600666666666666,0.3202570774123246,FedTROS-PR
0.9600666666666666,0.3203924535018243,FedTROS-PR
0.9600666666666666,0.32039958172959265,FedTROS-PR
0.9598666666666666,0.3204825713395361,FedTROS-PR
0.9598,0.32046744574290487,FedTROS-PR
0.9597333333333333,0.32048085485307215,FedTROS-PR
0.9595333333333333,0.32052110010021156,FedTROS-PR
0.9594666666666667,0.3206916529257097,FedTROS-PR
0.9594666666666667,0.320698798939323,FedTROS-PR
0.9594,0.3208481038057655,FedTROS-PR
0.9592,0.32085275293802823,FedTROS-PR
0.9591333333333333,0.3208519179304193,FedTROS-PR
0.9591333333333333,0.3208590735743438,FedTROS-PR
0.9590666666666666,0.3209226582193767,FedTROS-PR
0.9590666666666666,0.3209441370694271,FedTROS-PR
0.9590666666666666,0.3209584579001383,FedTROS-PR
0.9589333333333333,0.3210212689981476,FedTROS-PR
0.9588666666666666,0.3210276097582751,FedTROS-PR
0.9586,0.32100281287672455,FedTROS-PR
0.9586,0.3210386478822925,FedTROS-PR
0.9585333333333333,0.32115255751619387,FedTROS-PR
0.9584666666666667,0.32118043920201955,FedTROS-PR
0.9584666666666667,0.3211876144944372,FedTROS-PR
0.9584,0.321215506647302,FedTROS-PR
0.9584,0.3212370396853772,FedTROS-PR
0.9584,0.32134474819500636,FedTROS-PR
0.9584,0.32145252895666565,FedTROS-PR
0.9582,0.32152923806541095,FedTROS-PR
0.9582,0.3215364309523277,FedTROS-PR
0.9582,0.3216011814194934,FedTROS-PR
0.9581333333333333,0.32160039383293426,FedTROS-PR
0.9581333333333333,0.32163637991227284,FedTROS-PR
0.9581333333333333,0.32164357809457733,FedTROS-PR
0.9580666666666666,0.3217147974031789,FedTROS-PR
0.9580666666666666,0.32172199959703596,FedTROS-PR
0.9580666666666666,0.321794039275398,FedTROS-PR
0.9580666666666666,0.32184448624921613,FedTROS-PR
0.9580666666666666,0.3218516942509686,FedTROS-PR
0.9580666666666666,0.32201756744644616,FedTROS-PR
0.958,0.32214674826820905,FedTROS-PR
0.958,0.32217563840997243,FedTROS-PR
0.958,0.3223418573351279,FedTROS-PR
0.9578666666666666,0.3223476095394073,FedTROS-PR
0.9578,0.32241197459662035,FedTROS-PR
0.9576666666666667,0.322504602397737,FedTROS-PR
0.9576666666666667,0.3225408087657453,FedTROS-PR
0.9574666666666667,0.3227488258163105,FedTROS-PR
0.9573333333333334,0.323023281970532,FedTROS-PR
0.9573333333333334,0.32309596130048374,FedTROS-PR
0.9572,0.3231018497682164,FedTROS-PR
0.9572,0.3231382080885828,FedTROS-PR
0.957,0.32322345312077816,FedTROS-PR
0.9566666666666667,0.3232637246288662,FedTROS-PR
0.9566666666666667,0.3232855726773002,FedTROS-PR
0.9566666666666667,0.32332199265484535,FedTROS-PR
0.9564666666666667,0.3233782626335482,FedTROS-PR
0.9564666666666667,0.32340742076552004,FedTROS-PR
0.9563333333333334,0.3235081863695819,FedTROS-PR
0.9562,0.3235360461968781,FedTROS-PR
0.9561333333333333,0.3236375944939637,FedTROS-PR
0.9559333333333333,0.3237671604046243,FedTROS-PR
0.9558666666666666,0.3238176972762997,FedTROS-PR
0.9557333333333333,0.32400668987027076,FedTROS-PR
0.9557333333333333,0.3240140128828116,FedTROS-PR
0.9557333333333333,0.32402865990100127,FedTROS-PR
0.9557333333333333,0.3240506329113924,FedTROS-PR
0.9556666666666667,0.32413793103448274,FedTROS-PR
0.9556666666666667,0.32415259028107546,FedTROS-PR
0.9556666666666667,0.32424057361290176,FedTROS-PR
0.9556,0.3243500101826081,FedTROS-PR
0.9556,0.32442342077269537,FedTROS-PR
0.9556,0.3244527943140406,FedTROS-PR
0.9555333333333333,0.3245550473257552,FedTROS-PR
0.9554666666666667,0.3245544509612989,FedTROS-PR
0.9552,0.3247580407534169,FedTROS-PR
0.9551333333333333,0.3248384536900578,FedTROS-PR
0.9551333333333333,0.32486791682728283,FedTROS-PR
0.9551333333333333,0.3248973853096582,FedTROS-PR
0.9551333333333333,0.32494896801995915,FedTROS-PR
0.9550666666666666,0.3249926272090016,FedTROS-PR
0.9550666666666666,0.3251549059216051,FedTROS-PR
0.9549333333333333,0.3251980838649624,FedTROS-PR
0.9549333333333333,0.3253236429707018,FedTROS-PR
0.9548,0.3253225513356351,FedTROS-PR
0.9547333333333333,0.3253663523798705,FedTROS-PR
0.9546,0.32537265951645156,FedTROS-PR
0.9545333333333333,0.3254090909090909,FedTROS-PR
0.9545333333333333,0.32543867624329487,FedTROS-PR
0.9545333333333333,0.3254460734174338,FedTROS-PR
0.9545333333333333,0.32546086877457775,FedTROS-PR
0.9545333333333333,0.3254830643328029,FedTROS-PR
0.9545333333333333,0.3255422672911646,FedTROS-PR
0.9545333333333333,0.32557928007822273,FedTROS-PR
0.9545333333333333,0.3255866836456249,FedTROS-PR
0.9544666666666667,0.3257713661600073,FedTROS-PR
0.9544,0.3258227502389731,FedTROS-PR
0.9543333333333334,0.32583707008399154,FedTROS-PR
0.9543333333333334,0.3258667395114844,FedTROS-PR
0.9542,0.3259102397704761,FedTROS-PR
0.9541333333333334,0.325969115838382,FedTROS-PR
0.9541333333333334,0.32599139011001527,FedTROS-PR
0.9541333333333334,0.3260136674259681,FedTROS-PR
0.9540666666666666,0.32608002187386076,FedTROS-PR
0.954,0.3261315465609189,FedTROS-PR
0.954,0.32616128002917444,FedTROS-PR
0.954,0.32623563742476747,FedTROS-PR
0.954,0.326265389876881,FedTROS-PR
0.954,0.3262951477562933,FedTROS-PR
0.9539333333333333,0.326361645835234,FedTROS-PR
0.9538666666666666,0.3264281803248768,FedTROS-PR
0.9538,0.32649475125513466,FedTROS-PR
0.9536666666666667,0.3264863631176538,FedTROS-PR
0.9536666666666667,0.3265534401680135,FedTROS-PR
0.9536,0.32667229999771624,FedTROS-PR
0.9536,0.3267245317496574,FedTROS-PR
0.9535333333333333,0.3267613999817235,FedTROS-PR
0.9535333333333333,0.3267688652304037,FedTROS-PR
0.9535333333333333,0.32677633082019647,FedTROS-PR
0.9534,0.32685011656077156,FedTROS-PR
0.9534,0.326894943768858,FedTROS-PR
0.9533333333333334,0.32690197512801755,FedTROS-PR
0.9533333333333334,0.3269767229158092,FedTROS-PR
0.9533333333333334,0.32707394615859653,FedTROS-PR
0.9532,0.3271628949957669,FedTROS-PR
0.9530666666666666,0.3272519171340277,FedTROS-PR
0.9530666666666666,0.32725940847907703,FedTROS-PR
0.953,0.3272514994734673,FedTROS-PR
0.953,0.3273639132525706,FedTROS-PR
0.953,0.32741639945029777,FedTROS-PR
0.9529333333333333,0.3274309930134005,FedTROS-PR
0.9529333333333333,0.32749100740027953,FedTROS-PR
0.9529333333333333,0.3275360326298664,FedTROS-PR
0.9529333333333333,0.3276111021979785,FedTROS-PR
0.9529333333333333,0.3277237710931768,FedTROS-PR
0.9528666666666666,0.3277459298326072,FedTROS-PR
0.9528666666666666,0.32785117900724836,FedTROS-PR
0.9528666666666666,0.32788126261699396,FedTROS-PR
0.9528,0.3279034552379204,FedTROS-PR
0.9528,0.3279109785476655,FedTROS-PR
0.9528,0.3280012851995502,FedTROS-PR
0.9527333333333333,0.32803103337464995,FedTROS-PR
0.9527333333333333,0.32803856306668194,FedTROS-PR
0.9527333333333333,0.32805362348782224,FedTROS-PR
0.9526666666666667,0.3280909195270348,FedTROS-PR
0.9526666666666667,0.32812858783008036,FedTROS-PR
0.9526,0.32815083593606464,FedTROS-PR
0.9525333333333333,0.3282258620293584,FedTROS-PR
0.9524,0.3282402407922248,FedTROS-PR
0.9524,0.3283156757750557,FedTROS-PR
0.9523333333333334,0.328360610518573,FedTROS-PR
0.9523333333333334,0.3283757068640522,FedTROS-PR
0.9523333333333334,0.32842855500632256,FedTROS-PR
0.9523333333333334,0.3284361061295811,FedTROS-PR
0.9523333333333334,0.32850408186731056,FedTROS-PR
0.9523333333333334,0.3285872015457515,FedTROS-PR
0.9523333333333334,0.3285947599659559,FedTROS-PR
0.9521333333333334,0.32864670824032954,FedTROS-PR
0.9518666666666666,0.3289028126511714,FedTROS-PR
0.9518,0.3289328172518662,FedTROS-PR
0.9516666666666667,0.32906110970240426,FedTROS-PR
0.9516666666666667,0.32917492966840384,FedTROS-PR
0.9516666666666667,0.32926604234903356,FedTROS-PR
0.9516666666666667,0.32927363734920306,FedTROS-PR
0.9516666666666667,0.3292964244521338,FedTROS-PR
0.9514666666666667,0.32943240311151123,FedTROS-PR
0.9514,0.32945494840362904,FedTROS-PR
0.9514,0.32947776700374015,FedTROS-PR
0.9514,0.3295005887649789,FedTROS-PR
0.9514,0.32954624177346725,FedTROS-PR
0.9512666666666667,0.3296066156937932,FedTROS-PR
0.9512666666666667,0.3297056241046259,FedTROS-PR
0.9512666666666667,0.3297437201026044,FedTROS-PR
0.9512666666666667,0.3297513403586615,FedTROS-PR
0.9512666666666667,0.32980469201433027,FedTROS-PR
0.9512666666666667,0.3298504357474745,FedTROS-PR
0.9512666666666667,0.32994959071359203,FedTROS-PR
0.9512,0.3299798792756539,FedTROS-PR
0.9512,0.33001040823406963,FedTROS-PR
0.9511333333333334,0.33000254435269355,FedTROS-PR
0.951,0.330108994978363,FedTROS-PR
0.951,0.33017776131839643,FedTROS-PR
0.9509333333333333,0.3301851851851852,FedTROS-PR
0.9508666666666666,0.3303455623494534,FedTROS-PR
0.9508666666666666,0.3303685173603873,FedTROS-PR
0.9508666666666666,0.33047568293982715,FedTROS-PR
0.9508666666666666,0.33049099798410453,FedTROS-PR
0.9508,0.3304831421619743,FedTROS-PR
0.9508,0.33049845897156627,FedTROS-PR
0.9506666666666667,0.33055169216504404,FedTROS-PR
0.9506666666666667,0.33059000811406053,FedTROS-PR
0.9505333333333333,0.33062795659029776,FedTROS-PR
0.9504666666666667,0.3306431039680883,FedTROS-PR
0.9504666666666667,0.33065844098615393,FedTROS-PR
0.9504666666666667,0.33068911929116507,FedTROS-PR
0.9504666666666667,0.3307504929822526,FedTROS-PR
0.9504666666666667,0.33077351399007004,FedTROS-PR
0.9504666666666667,0.33088098774600816,FedTROS-PR
0.9504,0.3308808169896716,FedTROS-PR
0.9504,0.3309729993267244,FedTROS-PR
0.9503333333333334,0.3309805196312893,FedTROS-PR
0.9503333333333334,0.33098820469954493,FedTROS-PR
0.9503333333333334,0.331095833139778,FedTROS-PR
0.9502,0.3311878427363138,FedTROS-PR
0.9502,0.3312340227748083,FedTROS-PR
0.9502,0.33128021569356636,FedTROS-PR
0.9502,0.3313110181311018,FedTROS-PR
0.9502,0.3313341237185299,FedTROS-PR
0.9502,0.33135723252894406,FedTROS-PR
0.9502,0.3313649361820845,FedTROS-PR
0.9502,0.33140345982142855,FedTROS-PR
0.9501333333333334,0.3314341526941234,FedTROS-PR
0.9500666666666666,0.3314186046511628,FedTROS-PR
0.9499333333333333,0.33145688431924447,FedTROS-PR
0.9499333333333333,0.33146459477063367,FedTROS-PR
0.9499333333333333,0.33150315240909195,FedTROS-PR
0.9499333333333333,0.3315494334178747,FedTROS-PR
0.9499333333333333,0.33165747270907525,FedTROS-PR
0.9499333333333333,0.3316806331471136,FedTROS-PR
0.9498666666666666,0.3317345750873108,FedTROS-PR
0.9498,0.33181172415399307,FedTROS-PR
0.9496666666666667,0.3319042848155828,FedTROS-PR
0.9496666666666667,0.3319197520795955,FedTROS-PR
0.9496666666666667,0.33192748625221363,FedTROS-PR
0.9494666666666667,0.3319426640251719,FedTROS-PR
0.9494666666666667,0.3319504008950214,FedTROS-PR
0.9494666666666667,0.331958138125539,FedTROS-PR
0.9493333333333334,0.33193473193473194,FedTROS-PR
0.9493333333333334,0.3319656844461022,FedTROS-PR
0.9493333333333334,0.33201986523350974,FedTROS-PR
0.9493333333333334,0.3320663199869412,FedTROS-PR
0.9492666666666667,0.33211270233708073,FedTROS-PR
0.9490666666666666,0.33216668999953336,FedTROS-PR
0.9490666666666666,0.3323295282115928,FedTROS-PR
0.9490666666666666,0.332430412852606,FedTROS-PR
0.9490666666666666,0.3325857396505,FedTROS-PR
0.9490666666666666,0.33260905119039275,FedTROS-PR
0.949,0.33270228579441874,FedTROS-PR
0.949,0.33273339254826795,FedTROS-PR
0.9489333333333333,0.33281893004115226,FedTROS-PR
0.9489333333333333,0.33285006079880275,FedTROS-PR
0.9489333333333333,0.3328656283616295,FedTROS-PR
0.9489333333333333,0.3328967678563076,FedTROS-PR
0.9489333333333333,0.3329357004186841,FedTROS-PR
0.9486,0.33341925203861655,FedTROS-PR
0.9485333333333333,0.3335521380345086,FedTROS-PR
0.9485333333333333,0.33357559843387335,FedTROS-PR
0.9485333333333333,0.33362252913452295,FedTROS-PR
0.9484666666666667,0.33364602143476935,FedTROS-PR
0.9484666666666667,0.3336851487006286,FedTROS-PR
0.9484666666666667,0.3337164571214111,FedTROS-PR
0.9484666666666667,0.33373994229280535,FedTROS-PR
0.9483333333333334,0.33377132264952253,FedTROS-PR
0.9482666666666667,0.3339515882891555,FedTROS-PR
0.9482,0.3340143722699732,FedTROS-PR
0.9482,0.3341163757664028,FedTROS-PR
0.9481333333333334,0.3341085817652172,FedTROS-PR
0.9481333333333334,0.33415568243227367,FedTROS-PR
0.9480666666666666,0.334147888813177,FedTROS-PR
0.948,0.3342107737143932,FedTROS-PR
0.948,0.33424219631440394,FedTROS-PR
0.948,0.3343443605840446,FedTROS-PR
0.9479333333333333,0.33436801881246325,FedTROS-PR
0.9479333333333333,0.3345725781783101,FedTROS-PR
0.9479333333333333,0.3346119452157952,FedTROS-PR
0.9478666666666666,0.3346750464891839,FedTROS-PR
0.9478,0.3347224184206809,FedTROS-PR
0.9478,0.33473818044829534,FedTROS-PR
0.9478,0.3347460620187893,FedTROS-PR
0.9476,0.3347778981581798,FedTROS-PR
0.9474,0.33491233031674206,FedTROS-PR
0.9474,0.33497548557420326,FedTROS-PR
0.9474,0.33505446314896026,FedTROS-PR
0.9474,0.33515718968892244,FedTROS-PR
0.9474,0.33516509433962266,FedTROS-PR
0.9474,0.3351729993631925,FedTROS-PR
0.9472,0.3352682995894096,FedTROS-PR
0.9472,0.33533951709976634,FedTROS-PR
0.9472,0.3355058090110513,FedTROS-PR
0.9472,0.3355771274711259,FedTROS-PR
0.9472,0.3356564057738194,FedTROS-PR
0.9472,0.3357198553909407,FedTROS-PR
0.947,0.3357441679075374,FedTROS-PR
0.947,0.33583148139391933,FedTROS-PR
0.947,0.33595856392791257,FedTROS-PR
0.947,0.3359824026112254,FedTROS-PR
0.9469333333333333,0.33603028152353914,FedTROS-PR
0.9469333333333333,0.3360541320652045,FedTROS-PR
0.9469333333333333,0.3360700343073465,FedTROS-PR
0.9469333333333333,0.3361336583287976,FedTROS-PR
0.9468666666666666,0.33615772407753663,FedTROS-PR
0.9467333333333333,0.33630938284469286,FedTROS-PR
0.9466,0.3364054207733131,FedTROS-PR
0.9464666666666667,0.3364138290561835,FedTROS-PR
0.9464666666666667,0.33645369229310834,FedTROS-PR
0.9464666666666667,0.336501540649443,FedTROS-PR
0.9464666666666667,0.3365334471151567,FedTROS-PR
0.9463333333333334,0.336517946043336,FedTROS-PR
0.9463333333333334,0.3365259239942154,FedTROS-PR
0.9463333333333334,0.33660572431291647,FedTROS-PR
0.9463333333333334,0.3366616070581539,FedTROS-PR
0.9462666666666667,0.3366937875085988,FedTROS-PR
0.9460666666666666,0.33684635286857034,FedTROS-PR
0.946,0.3368545994065282,FedTROS-PR
0.9459333333333333,0.3368388567087646,FedTROS-PR
0.9459333333333333,0.33684685326306296,FedTROS-PR
0.9458666666666666,0.3369591032156937,FedTROS-PR
0.9456666666666667,0.33714407947901315,FedTROS-PR
0.9456,0.33713633770678836,FedTROS-PR
0.9455333333333333,0.3372889417360285,FedTROS-PR
0.9455333333333333,0.33734509906524274,FedTROS-PR
0.9454,0.3373456716701953,FedTROS-PR
0.9452666666666667,0.33749880986384845,FedTROS-PR
0.9452666666666667,0.33752291175700444,FedTROS-PR
0.9452666666666667,0.3375470170927963,FedTROS-PR
0.9452666666666667,0.3376434728770777,FedTROS-PR
0.9452666666666667,0.3376515133474627,FedTROS-PR
0.9452666666666667,0.3376595542008001,FedTROS-PR
0.9452666666666667,0.337675637056442,FedTROS-PR
0.9452666666666667,0.3378445995854083,FedTROS-PR
0.9452,0.3378851790948738,FedTROS-PR
0.9452,0.3379657219136612,FedTROS-PR
0.9451333333333334,0.33806276230446397,FedTROS-PR
0.9449333333333333,0.33812829504520625,FedTROS-PR
0.9448666666666666,0.3382739032889398,FedTROS-PR
0.9448,0.3383065574944499,FedTROS-PR
0.9448,0.33832271001933684,FedTROS-PR
0.9447333333333333,0.33837961746937606,FedTROS-PR
