fpr,tpr,method
0.07825641025641025,0.3768666666666667,FedTROS-PR
0.07876923076923077,0.3791333333333333,FedTROS-PR
0.07902564102564102,0.3808666666666667,FedTROS-PR
0.07923076923076923,0.38126666666666664,FedTROS-PR
0.07984615384615384,0.38353333333333334,FedTROS-PR
0.0801025641025641,0.38493333333333335,FedTROS-PR
0.08015384615384616,0.385,FedTROS-PR
0.08035897435897436,0.3851333333333333,FedTROS-PR
0.08074358974358975,0.3868,FedTROS-PR
0.08248717948717949,0.39253333333333335,FedTROS-PR
0.08302564102564103,0.3942,FedTROS-PR
0.08315384615384615,0.3948,FedTROS-PR
0.0835897435897436,0.39593333333333336,FedTROS-PR
0.08397435897435897,0.39873333333333333,FedTROS-PR
0.08438461538461539,0.4004666666666667,FedTROS-PR
0.08451282051282051,0.4004666666666667,FedTROS-PR
0.08535897435897435,0.4036666666666667,FedTROS-PR
0.08541025641025642,0.4046,FedTROS-PR
0.08564102564102564,0.40553333333333336,FedTROS-PR
0.08574358974358974,0.4059333333333333,FedTROS-PR
0.08594871794871795,0.40626666666666666,FedTROS-PR
0.08633333333333333,0.4070666666666667,FedTROS-PR
0.08666666666666667,0.4086666666666667,FedTROS-PR
0.08717948717948718,0.4106,FedTROS-PR
0.08779487179487179,0.4120666666666667,FedTROS-PR
0.08784615384615385,0.4125333333333333,FedTROS-PR
0.08861538461538461,0.4140666666666667,FedTROS-PR
0.089,0.4154,FedTROS-PR
0.0891025641025641,0.41546666666666665,FedTROS-PR
0.08930769230769231,0.41546666666666665,FedTROS-PR
0.08935897435897436,0.41546666666666665,FedTROS-PR
0.08935897435897436,0.4156,FedTROS-PR
0.08935897435897436,0.4156666666666667,FedTROS-PR
0.08964102564102563,0.4166666666666667,FedTROS-PR
0.08966666666666667,0.4166666666666667,FedTROS-PR
0.08974358974358974,0.4166666666666667,FedTROS-PR
0.08984615384615384,0.4169333333333333,FedTROS-PR
0.09002564102564102,0.4178,FedTROS-PR
0.09015384615384615,0.418,FedTROS-PR
0.09043589743589743,0.4186,FedTROS-PR
0.09048717948717949,0.419,FedTROS-PR
0.09066666666666667,0.41913333333333336,FedTROS-PR
0.09105128205128205,0.42,FedTROS-PR
0.09105128205128205,0.42013333333333336,FedTROS-PR
0.09141025641025641,0.4222,FedTROS-PR
0.09146153846153846,0.4225333333333333,FedTROS-PR
0.0917948717948718,0.4245333333333333,FedTROS-PR
0.09197435897435897,0.42493333333333333,FedTROS-PR
0.0924871794871795,0.42673333333333335,FedTROS-PR
0.09302564102564102,0.4298666666666667,FedTROS-PR
0.09305128205128205,0.43006666666666665,FedTROS-PR
0.09335897435897436,0.43133333333333335,FedTROS-PR
0.09341025641025641,0.43133333333333335,FedTROS-PR
0.09382051282051282,0.43193333333333334,FedTROS-PR
0.09417948717948718,0.4328666666666667,FedTROS-PR
0.09443589743589743,0.4335333333333333,FedTROS-PR
0.09466666666666666,0.4338666666666667,FedTROS-PR
0.09476923076923077,0.434,FedTROS-PR
0.09484615384615384,0.43406666666666666,FedTROS-PR
0.09507692307692307,0.43506666666666666,FedTROS-PR
0.09535897435897436,0.4357333333333333,FedTROS-PR
0.09582051282051282,0.4378,FedTROS-PR
0.09589743589743589,0.4378,FedTROS-PR
0.09597435897435898,0.43793333333333334,FedTROS-PR
0.09674358974358975,0.44193333333333334,FedTROS-PR
0.09687179487179487,0.44206666666666666,FedTROS-PR
0.09702564102564103,0.4424666666666667,FedTROS-PR
0.09743589743589744,0.44353333333333333,FedTROS-PR
0.09797435897435898,0.4442,FedTROS-PR
0.09864102564102564,0.4456,FedTROS-PR
0.0988974358974359,0.4458,FedTROS-PR
0.09951282051282051,0.4467333333333333,FedTROS-PR
0.09984615384615385,0.44706666666666667,FedTROS-PR
0.10076923076923076,0.44893333333333335,FedTROS-PR
0.10084615384615385,0.4492,FedTROS-PR
0.10112820512820513,0.44993333333333335,FedTROS-PR
0.10115384615384615,0.45026666666666665,FedTROS-PR
0.10174358974358974,0.4512,FedTROS-PR
0.10217948717948717,0.4524,FedTROS-PR
0.10233333333333333,0.4524,FedTROS-PR
0.10256410256410256,0.4528,FedTROS-PR
0.10284615384615385,0.4538,FedTROS-PR
0.10402564102564102,0.4554666666666667,FedTROS-PR
0.10417948717948718,0.4556,FedTROS-PR
0.10428205128205129,0.4560666666666667,FedTROS-PR
0.10446153846153847,0.45626666666666665,FedTROS-PR
0.10464102564102565,0.45693333333333336,FedTROS-PR
0.105,0.4577333333333333,FedTROS-PR
0.10530769230769231,0.45886666666666664,FedTROS-PR
0.1054102564102564,0.4593333333333333,FedTROS-PR
