fpr,tpr,method
0.19412820512820514,0.618,FedTROS-PR
0.19425641025641024,0.6182,FedTROS-PR
0.19453846153846155,0.6182,FedTROS-PR
0.19466666666666665,0.6186666666666667,FedTROS-PR
0.195,0.62,FedTROS-PR
0.19533333333333333,0.6214666666666666,FedTROS-PR
0.19576923076923078,0.6223333333333333,FedTROS-PR
0.19602564102564102,0.6233333333333333,FedTROS-PR
0.1963076923076923,0.6241333333333333,FedTROS-PR
0.19646153846153847,0.6241333333333333,FedTROS-PR
0.19666666666666666,0.6244666666666666,FedTROS-PR
0.1967948717948718,0.6247333333333334,FedTROS-PR
0.19682051282051283,0.6248,FedTROS-PR
0.1971794871794872,0.6251333333333333,FedTROS-PR
0.1976153846153846,0.6262666666666666,FedTROS-PR
0.1976923076923077,0.6264,FedTROS-PR
0.1977179487179487,0.6264,FedTROS-PR
0.19787179487179488,0.627,FedTROS-PR
0.19812820512820511,0.6273333333333333,FedTROS-PR
0.19838461538461538,0.6279333333333333,FedTROS-PR
0.19846153846153847,0.6279333333333333,FedTROS-PR
0.1997948717948718,0.6296666666666667,FedTROS-PR
0.20046153846153847,0.6312,FedTROS-PR
0.20051282051282052,0.6318666666666667,FedTROS-PR
0.2006923076923077,0.6320666666666667,FedTROS-PR
0.2011025641025641,0.634,FedTROS-PR
0.20133333333333334,0.6352,FedTROS-PR
0.20148717948717948,0.6359333333333334,FedTROS-PR
0.20182051282051283,0.6364,FedTROS-PR
0.2018974358974359,0.6366,FedTROS-PR
0.2026923076923077,0.6377333333333334,FedTROS-PR
0.2026923076923077,0.6379333333333334,FedTROS-PR
0.2032820512820513,0.6384,FedTROS-PR
0.2032820512820513,0.6384666666666666,FedTROS-PR
0.20361538461538461,0.6389333333333334,FedTROS-PR
0.20366666666666666,0.6389333333333334,FedTROS-PR
0.20402564102564102,0.6394,FedTROS-PR
0.20433333333333334,0.6407333333333334,FedTROS-PR
0.2044102564102564,0.6407333333333334,FedTROS-PR
0.20448717948717948,0.6412666666666667,FedTROS-PR
0.20451282051282052,0.6414,FedTROS-PR
0.20456410256410257,0.6416,FedTROS-PR
0.20464102564102565,0.6418,FedTROS-PR
0.2047948717948718,0.642,FedTROS-PR
0.20492307692307693,0.6420666666666667,FedTROS-PR
0.2056923076923077,0.6433333333333333,FedTROS-PR
0.2058974358974359,0.6436,FedTROS-PR
0.20615384615384616,0.6444666666666666,FedTROS-PR
0.20615384615384616,0.6446,FedTROS-PR
0.20625641025641026,0.6446666666666667,FedTROS-PR
0.2063076923076923,0.6446666666666667,FedTROS-PR
0.20707692307692308,0.6460666666666667,FedTROS-PR
0.2072051282051282,0.6463333333333333,FedTROS-PR
0.2074102564102564,0.6467333333333334,FedTROS-PR
0.2078974358974359,0.6470666666666667,FedTROS-PR
0.20853846153846153,0.6478,FedTROS-PR
0.20864102564102563,0.6479333333333334,FedTROS-PR
0.20897435897435898,0.6480666666666667,FedTROS-PR
0.20943589743589744,0.6486,FedTROS-PR
0.20964102564102563,0.6486666666666666,FedTROS-PR
0.20984615384615385,0.649,FedTROS-PR
0.2098974358974359,0.6492,FedTROS-PR
0.20994871794871794,0.6493333333333333,FedTROS-PR
0.21007692307692308,0.6495333333333333,FedTROS-PR
0.21007692307692308,0.6496,FedTROS-PR
0.21025641025641026,0.6500666666666667,FedTROS-PR
0.2104102564102564,0.6504666666666666,FedTROS-PR
0.2107948717948718,0.6513333333333333,FedTROS-PR
0.21102564102564103,0.6522,FedTROS-PR
0.2112051282051282,0.6527333333333334,FedTROS-PR
0.21128205128205127,0.6529333333333334,FedTROS-PR
0.21146153846153845,0.6532,FedTROS-PR
0.21164102564102563,0.6536,FedTROS-PR
0.2123846153846154,0.6546666666666666,FedTROS-PR
0.21258974358974358,0.6548666666666667,FedTROS-PR
0.21264102564102563,0.6551333333333333,FedTROS-PR
0.2131025641025641,0.6558666666666667,FedTROS-PR
0.21325641025641026,0.656,FedTROS-PR
0.21353846153846154,0.6563333333333333,FedTROS-PR
0.21420512820512821,0.6571333333333333,FedTROS-PR
0.2143076923076923,0.6572666666666667,FedTROS-PR
0.21523076923076923,0.6592,FedTROS-PR
0.2158974358974359,0.6606666666666666,FedTROS-PR
0.2159230769230769,0.6606666666666666,FedTROS-PR
0.21625641025641026,0.6608,FedTROS-PR
0.2167948717948718,0.6626666666666666,FedTROS-PR
0.21712820512820513,0.6638,FedTROS-PR
0.21728205128205128,0.6639333333333334,FedTROS-PR
0.2183076923076923,0.667,FedTROS-PR
0.21871794871794872,0.6674,FedTROS-PR
0.21907692307692309,0.6674,FedTROS-PR
0.21974358974358973,0.669,FedTROS-PR
0.21974358974358973,0.6691333333333334,FedTROS-PR
0.2205128205128205,0.6696666666666666,FedTROS-PR
0.2208974358974359,0.6696666666666666,FedTROS-PR
0.22135897435897436,0.671,FedTROS-PR
0.2218974358974359,0.6714666666666667,FedTROS-PR
0.22197435897435897,0.6715333333333333,FedTROS-PR
0.22225641025641027,0.6718666666666666,FedTROS-PR
0.2224102564102564,0.6719333333333334,FedTROS-PR
0.2231025641025641,0.673,FedTROS-PR
0.2235128205128205,0.6742,FedTROS-PR
0.22382051282051282,0.6750666666666667,FedTROS-PR
0.22417948717948719,0.676,FedTROS-PR
0.22423076923076923,0.676,FedTROS-PR
0.22433333333333333,0.6765333333333333,FedTROS-PR
0.22505128205128205,0.6787333333333333,FedTROS-PR
0.22515384615384615,0.6788666666666666,FedTROS-PR
0.22525641025641024,0.6795333333333333,FedTROS-PR
0.22528205128205128,0.6797333333333333,FedTROS-PR
0.22564102564102564,0.6804666666666667,FedTROS-PR
0.2257948717948718,0.6806,FedTROS-PR
0.22607692307692306,0.6807333333333333,FedTROS-PR
0.2265897435897436,0.681,FedTROS-PR
0.22684615384615384,0.681,FedTROS-PR
0.227,0.6814,FedTROS-PR
0.2273076923076923,0.6821333333333334,FedTROS-PR
0.22738461538461538,0.6822,FedTROS-PR
0.2275128205128205,0.6822666666666667,FedTROS-PR
0.2275897435897436,0.6825333333333333,FedTROS-PR
0.22776923076923078,0.6833333333333333,FedTROS-PR
0.2277948717948718,0.6833333333333333,FedTROS-PR
0.2286153846153846,0.6846,FedTROS-PR
0.22915384615384615,0.6857333333333333,FedTROS-PR
0.2291794871794872,0.686,FedTROS-PR
0.22943589743589743,0.6862666666666667,FedTROS-PR
0.2295897435897436,0.6866666666666666,FedTROS-PR
0.22964102564102565,0.6869333333333333,FedTROS-PR
0.22992307692307692,0.6874666666666667,FedTROS-PR
0.23002564102564102,0.6881333333333334,FedTROS-PR
0.23048717948717948,0.6889333333333333,FedTROS-PR
0.23066666666666666,0.6892,FedTROS-PR
0.2311025641025641,0.69,FedTROS-PR
0.23215384615384616,0.6902666666666667,FedTROS-PR
0.23248717948717948,0.6908666666666666,FedTROS-PR
0.23287179487179488,0.6918,FedTROS-PR
0.23312820512820512,0.6921333333333334,FedTROS-PR
0.23348717948717948,0.6926666666666667,FedTROS-PR
0.2337179487179487,0.6932666666666667,FedTROS-PR
0.2337948717948718,0.6933333333333334,FedTROS-PR
0.23384615384615384,0.6934,FedTROS-PR
0.234,0.6936666666666667,FedTROS-PR
0.23402564102564102,0.6937333333333333,FedTROS-PR
0.23405128205128206,0.694,FedTROS-PR
0.23456410256410257,0.6944666666666667,FedTROS-PR
0.23492307692307693,0.6947333333333333,FedTROS-PR
0.23512820512820512,0.695,FedTROS-PR
0.23515384615384616,0.6952,FedTROS-PR
0.2354102564102564,0.6958,FedTROS-PR
0.2354102564102564,0.6958666666666666,FedTROS-PR
0.23582051282051283,0.6967333333333333,FedTROS-PR
0.23597435897435898,0.6971333333333334,FedTROS-PR
0.23648717948717948,0.6982666666666667,FedTROS-PR
0.23702564102564103,0.6995333333333333,FedTROS-PR
0.23776923076923076,0.7002,FedTROS-PR
0.2378205128205128,0.7002,FedTROS-PR
0.23797435897435898,0.7002,FedTROS-PR
0.2382051282051282,0.7002,FedTROS-PR
0.2386923076923077,0.7004,FedTROS-PR
0.23894871794871794,0.7004,FedTROS-PR
0.23912820512820512,0.7008,FedTROS-PR
0.2393076923076923,0.701,FedTROS-PR
0.23961538461538462,0.7014,FedTROS-PR
0.23997435897435898,0.7022,FedTROS-PR
0.24017948717948717,0.703,FedTROS-PR
0.2402820512820513,0.7034666666666667,FedTROS-PR
0.24046153846153845,0.7038666666666666,FedTROS-PR
0.24135897435897435,0.7050666666666666,FedTROS-PR
0.24146153846153845,0.7052666666666667,FedTROS-PR
0.24264102564102563,0.7059333333333333,FedTROS-PR
0.24276923076923076,0.7062,FedTROS-PR
0.24356410256410257,0.7064666666666667,FedTROS-PR
0.24397435897435898,0.7068,FedTROS-PR
0.24407692307692308,0.7070666666666666,FedTROS-PR
0.2449230769230769,0.7078666666666666,FedTROS-PR
0.24528205128205127,0.7078666666666666,FedTROS-PR
0.2453846153846154,0.708,FedTROS-PR
0.24561538461538462,0.7085333333333333,FedTROS-PR
0.24571794871794872,0.7086666666666667,FedTROS-PR
0.2463076923076923,0.7095333333333333,FedTROS-PR
0.24705128205128205,0.7104,FedTROS-PR
0.24712820512820513,0.7106,FedTROS-PR
0.2474102564102564,0.7116,FedTROS-PR
0.24761538461538463,0.7119333333333333,FedTROS-PR
0.24761538461538463,0.712,FedTROS-PR
0.24761538461538463,0.7121333333333333,FedTROS-PR
0.24766666666666667,0.7121333333333333,FedTROS-PR
0.2478974358974359,0.7126666666666667,FedTROS-PR
0.2479230769230769,0.7127333333333333,FedTROS-PR
0.24815384615384614,0.7131333333333333,FedTROS-PR
0.24835897435897436,0.7132,FedTROS-PR
0.24853846153846154,0.7133333333333334,FedTROS-PR
0.2498974358974359,0.7137333333333333,FedTROS-PR
0.2501282051282051,0.7137333333333333,FedTROS-PR
0.2501794871794872,0.7140666666666666,FedTROS-PR
0.25023076923076926,0.7140666666666666,FedTROS-PR
0.25041025641025644,0.7144,FedTROS-PR
0.25046153846153846,0.7144666666666667,FedTROS-PR
0.25064102564102564,0.7149333333333333,FedTROS-PR
0.25084615384615383,0.7155333333333334,FedTROS-PR
0.2508974358974359,0.7156,FedTROS-PR
0.2511282051282051,0.7161333333333333,FedTROS-PR
0.2512051282051282,0.7162,FedTROS-PR
0.25251282051282053,0.7162,FedTROS-PR
0.25358974358974357,0.7162,FedTROS-PR
0.2539230769230769,0.7163333333333334,FedTROS-PR
0.25456410256410256,0.7174,FedTROS-PR
0.25461538461538463,0.7174,FedTROS-PR
0.2548717948717949,0.7174666666666667,FedTROS-PR
0.25494871794871793,0.7176,FedTROS-PR
0.25553846153846155,0.7185333333333334,FedTROS-PR
0.25676923076923075,0.7188,FedTROS-PR
0.25687179487179485,0.7188,FedTROS-PR
0.2570769230769231,0.7188,FedTROS-PR
0.25769230769230766,0.7194,FedTROS-PR
0.2583846153846154,0.7198,FedTROS-PR
0.25853846153846155,0.7200666666666666,FedTROS-PR
0.25858974358974357,0.7200666666666666,FedTROS-PR
0.25869230769230767,0.7203333333333334,FedTROS-PR
0.25894871794871793,0.7204,FedTROS-PR
0.2594102564102564,0.7207333333333333,FedTROS-PR
0.25946153846153847,0.7208666666666667,FedTROS-PR
0.25964102564102565,0.7211333333333333,FedTROS-PR
0.25994871794871793,0.7212,FedTROS-PR
0.2604102564102564,0.7218,FedTROS-PR
0.26061538461538464,0.7219333333333333,FedTROS-PR
0.26082051282051283,0.722,FedTROS-PR
0.2611538461538462,0.7226,FedTROS-PR
0.2611794871794872,0.7226,FedTROS-PR
0.26161538461538464,0.7230666666666666,FedTROS-PR
0.26176923076923075,0.7231333333333333,FedTROS-PR
0.26382051282051283,0.7257333333333333,FedTROS-PR
0.26387179487179485,0.7257333333333333,FedTROS-PR
0.26415384615384613,0.726,FedTROS-PR
0.2642051282051282,0.726,FedTROS-PR
0.26453846153846156,0.726,FedTROS-PR
0.2647948717948718,0.726,FedTROS-PR
0.26494871794871794,0.7263333333333334,FedTROS-PR
0.2652564102564103,0.7269333333333333,FedTROS-PR
0.2654102564102564,0.7273333333333334,FedTROS-PR
0.26587179487179485,0.7278666666666667,FedTROS-PR
0.2663846153846154,0.7286666666666667,FedTROS-PR
0.2664102564102564,0.7287333333333333,FedTROS-PR
0.26653846153846156,0.7288,FedTROS-PR
0.26674358974358975,0.7294,FedTROS-PR
0.26676923076923076,0.7294666666666667,FedTROS-PR
0.2673846153846154,0.7307333333333333,FedTROS-PR
0.26784615384615384,0.7312,FedTROS-PR
0.26784615384615384,0.7313333333333333,FedTROS-PR
0.2681025641025641,0.7316666666666667,FedTROS-PR
0.2683076923076923,0.7317333333333333,FedTROS-PR
0.2683589743589744,0.7320666666666666,FedTROS-PR
0.2683589743589744,0.7321333333333333,FedTROS-PR
0.2684871794871795,0.7323333333333333,FedTROS-PR
0.26905128205128204,0.7323333333333333,FedTROS-PR
0.2691025641025641,0.7323333333333333,FedTROS-PR
0.2692307692307692,0.7324,FedTROS-PR
0.2694102564102564,0.7324,FedTROS-PR
0.27002564102564103,0.733,FedTROS-PR
0.27002564102564103,0.7330666666666666,FedTROS-PR
0.27015384615384613,0.7332666666666666,FedTROS-PR
0.2704358974358974,0.7334,FedTROS-PR
0.27064102564102566,0.7334,FedTROS-PR
0.27071794871794874,0.7337333333333333,FedTROS-PR
0.27097435897435895,0.7342,FedTROS-PR
0.27125641025641023,0.7346,FedTROS-PR
0.27192307692307693,0.7346666666666667,FedTROS-PR
0.2723589743589744,0.7354666666666667,FedTROS-PR
0.2723846153846154,0.7356,FedTROS-PR
0.2724358974358974,0.7356666666666667,FedTROS-PR
0.2724615384615385,0.7358666666666667,FedTROS-PR
0.2727948717948718,0.7362666666666666,FedTROS-PR
0.2735897435897436,0.7375333333333334,FedTROS-PR
0.27376923076923076,0.7378666666666667,FedTROS-PR
0.27384615384615385,0.7381333333333333,FedTROS-PR
0.2741282051282051,0.7384,FedTROS-PR
0.27466666666666667,0.7389333333333333,FedTROS-PR
0.27482051282051284,0.739,FedTROS-PR
0.2751282051282051,0.7394,FedTROS-PR
0.27525641025641023,0.7396666666666667,FedTROS-PR
0.2753589743589744,0.7396666666666667,FedTROS-PR
0.2754615384615385,0.7400666666666667,FedTROS-PR
0.2754615384615385,0.7401333333333333,FedTROS-PR
0.2757948717948718,0.7406,FedTROS-PR
0.276,0.7407333333333334,FedTROS-PR
0.27605128205128204,0.7407333333333334,FedTROS-PR
0.2775384615384615,0.7420666666666667,FedTROS-PR
0.27864102564102566,0.7420666666666667,FedTROS-PR
0.27887179487179486,0.7424666666666667,FedTROS-PR
0.27897435897435896,0.7424666666666667,FedTROS-PR
0.2792051282051282,0.7431333333333333,FedTROS-PR
0.2792307692307692,0.7431333333333333,FedTROS-PR
0.2795384615384615,0.7437333333333334,FedTROS-PR
0.27994871794871795,0.7442,FedTROS-PR
0.28064102564102567,0.7457333333333334,FedTROS-PR
0.28082051282051285,0.7457333333333334,FedTROS-PR
0.28184615384615386,0.7464666666666666,FedTROS-PR
0.28225641025641024,0.7464666666666666,FedTROS-PR
0.2824102564102564,0.7466,FedTROS-PR
0.28387179487179487,0.7484,FedTROS-PR
0.2846666666666667,0.7489333333333333,FedTROS-PR
0.28487179487179487,0.7492666666666666,FedTROS-PR
0.28523076923076923,0.7495333333333334,FedTROS-PR
0.2853333333333333,0.7499333333333333,FedTROS-PR
0.2853333333333333,0.75,FedTROS-PR
0.2855641025641026,0.7505333333333334,FedTROS-PR
0.28592307692307695,0.7508,FedTROS-PR
0.28597435897435897,0.7509333333333333,FedTROS-PR
0.2864358974358974,0.7517333333333334,FedTROS-PR
0.2865641025641026,0.752,FedTROS-PR
0.2866666666666667,0.7520666666666667,FedTROS-PR
0.2873846153846154,0.7522666666666666,FedTROS-PR
0.28917948717948716,0.7528666666666667,FedTROS-PR
0.2905384615384615,0.7528666666666667,FedTROS-PR
0.2906923076923077,0.7534666666666666,FedTROS-PR
0.2909230769230769,0.7534666666666666,FedTROS-PR
0.291,0.7537333333333334,FedTROS-PR
0.29128205128205126,0.7546666666666667,FedTROS-PR
0.2913076923076923,0.7546666666666667,FedTROS-PR
0.2916666666666667,0.7547333333333334,FedTROS-PR
0.2925897435897436,0.756,FedTROS-PR
0.29333333333333333,0.7571333333333333,FedTROS-PR
0.2939230769230769,0.7577333333333334,FedTROS-PR
0.2946666666666667,0.7588,FedTROS-PR
0.2946923076923077,0.759,FedTROS-PR
0.29556410256410254,0.7608666666666667,FedTROS-PR
0.2957948717948718,0.7610666666666667,FedTROS-PR
0.29594871794871797,0.7613333333333333,FedTROS-PR
0.29617948717948717,0.7616666666666667,FedTROS-PR
0.29625641025641025,0.7617333333333334,FedTROS-PR
0.29635897435897435,0.7619333333333334,FedTROS-PR
0.2974102564102564,0.7630666666666667,FedTROS-PR
0.2978974358974359,0.7637333333333334,FedTROS-PR
0.29812820512820515,0.7637333333333334,FedTROS-PR
0.2986923076923077,0.7645333333333333,FedTROS-PR
0.29933333333333334,0.7657333333333334,FedTROS-PR
0.29946153846153845,0.7661333333333333,FedTROS-PR
0.29956410256410254,0.7664666666666666,FedTROS-PR
0.2998974358974359,0.7664666666666666,FedTROS-PR
0.3001025641025641,0.7668666666666667,FedTROS-PR
0.30023076923076925,0.7668666666666667,FedTROS-PR
0.3005897435897436,0.7669333333333334,FedTROS-PR
0.301025641025641,0.7669333333333334,FedTROS-PR
0.3017179487179487,0.7678666666666667,FedTROS-PR
0.3018717948717949,0.7678666666666667,FedTROS-PR
0.3025897435897436,0.7682666666666667,FedTROS-PR
0.30264102564102563,0.7684,FedTROS-PR
0.3027179487179487,0.7684666666666666,FedTROS-PR
0.3035897435897436,0.77,FedTROS-PR
0.30364102564102563,0.7700666666666667,FedTROS-PR
0.30366666666666664,0.7700666666666667,FedTROS-PR
0.3047435897435897,0.7709333333333334,FedTROS-PR
0.3048974358974359,0.7714666666666666,FedTROS-PR
0.3049230769230769,0.7716,FedTROS-PR
0.305025641025641,0.7717333333333334,FedTROS-PR
0.3051025641025641,0.7721333333333333,FedTROS-PR
0.30512820512820515,0.7723333333333333,FedTROS-PR
0.30523076923076925,0.7723333333333333,FedTROS-PR
0.30543589743589744,0.7727333333333334,FedTROS-PR
0.30548717948717946,0.7728666666666667,FedTROS-PR
0.3057692307692308,0.7730666666666667,FedTROS-PR
0.3058717948717949,0.7733333333333333,FedTROS-PR
0.30623076923076925,0.7738,FedTROS-PR
0.30628205128205127,0.7738,FedTROS-PR
0.30628205128205127,0.7738666666666667,FedTROS-PR
0.30646153846153845,0.7742,FedTROS-PR
0.30664102564102563,0.7744666666666666,FedTROS-PR
0.306974358974359,0.7747333333333334,FedTROS-PR
0.30705128205128207,0.7749333333333334,FedTROS-PR
0.3071794871794872,0.7751333333333333,FedTROS-PR
0.3077692307692308,0.7756,FedTROS-PR
0.3078205128205128,0.7756666666666666,FedTROS-PR
0.3082051282051282,0.7762666666666667,FedTROS-PR
0.3087948717948718,0.7768666666666667,FedTROS-PR
0.3088974358974359,0.7768666666666667,FedTROS-PR
0.3090512820512821,0.7768666666666667,FedTROS-PR
0.30915384615384617,0.7769333333333334,FedTROS-PR
0.30925641025641026,0.7771333333333333,FedTROS-PR
0.3095897435897436,0.7774666666666666,FedTROS-PR
0.30966666666666665,0.7775333333333333,FedTROS-PR
0.309974358974359,0.7783333333333333,FedTROS-PR
0.31123076923076926,0.7797333333333333,FedTROS-PR
0.3118974358974359,0.7803333333333333,FedTROS-PR
0.3121025641025641,0.7804,FedTROS-PR
0.31225641025641027,0.7804,FedTROS-PR
0.31241025641025644,0.7808,FedTROS-PR
0.3128974358974359,0.7811333333333333,FedTROS-PR
0.3132820512820513,0.7813333333333333,FedTROS-PR
0.3141282051282051,0.7815333333333333,FedTROS-PR
0.31453846153846154,0.7815333333333333,FedTROS-PR
0.31461538461538463,0.7815333333333333,FedTROS-PR
0.3148205128205128,0.7817333333333333,FedTROS-PR
0.314974358974359,0.7818,FedTROS-PR
0.31543589743589745,0.7824,FedTROS-PR
0.31574358974358974,0.7827333333333333,FedTROS-PR
0.31576923076923075,0.7829333333333334,FedTROS-PR
0.3158205128205128,0.783,FedTROS-PR
0.3161025641025641,0.7830666666666667,FedTROS-PR
0.31625641025641027,0.7830666666666667,FedTROS-PR
0.31666666666666665,0.7832,FedTROS-PR
0.31684615384615383,0.7834666666666666,FedTROS-PR
0.3168974358974359,0.7835333333333333,FedTROS-PR
0.31764102564102564,0.7842666666666667,FedTROS-PR
0.3177948717948718,0.7846,FedTROS-PR
0.3181025641025641,0.7846,FedTROS-PR
0.31846153846153846,0.7848666666666667,FedTROS-PR
0.31851282051282054,0.7848666666666667,FedTROS-PR
0.3191538461538462,0.7855333333333333,FedTROS-PR
0.3198974358974359,0.7863333333333333,FedTROS-PR
0.32,0.7864,FedTROS-PR
0.3201794871794872,0.7867333333333333,FedTROS-PR
0.3204871794871795,0.7870666666666667,FedTROS-PR
0.32066666666666666,0.7871333333333334,FedTROS-PR
0.3208974358974359,0.7873333333333333,FedTROS-PR
0.3211794871794872,0.7878,FedTROS-PR
0.3212051282051282,0.7878,FedTROS-PR
0.3214102564102564,0.7878,FedTROS-PR
0.3215128205128205,0.7878,FedTROS-PR
0.32169230769230767,0.788,FedTROS-PR
0.32169230769230767,0.7880666666666667,FedTROS-PR
0.3217948717948718,0.7882,FedTROS-PR
0.32187179487179485,0.7882,FedTROS-PR
0.3220769230769231,0.7886,FedTROS-PR
0.32253846153846155,0.7892666666666667,FedTROS-PR
0.3231538461538462,0.7898,FedTROS-PR
0.3233846153846154,0.7900666666666667,FedTROS-PR
0.3241282051282051,0.7907333333333333,FedTROS-PR
0.3243589743589744,0.7909333333333334,FedTROS-PR
0.3244102564102564,0.7909333333333334,FedTROS-PR
0.32487179487179485,0.7909333333333334,FedTROS-PR
0.32505128205128203,0.7912,FedTROS-PR
0.3272051282051282,0.7913333333333333,FedTROS-PR
0.3286923076923077,0.7913333333333333,FedTROS-PR
0.32879487179487177,0.7914666666666667,FedTROS-PR
0.3292307692307692,0.7922666666666667,FedTROS-PR
0.3294615384615385,0.7924,FedTROS-PR
0.32964102564102565,0.7926666666666666,FedTROS-PR
0.32966666666666666,0.7927333333333333,FedTROS-PR
0.32987179487179485,0.7934,FedTROS-PR
0.32994871794871794,0.7934,FedTROS-PR
0.33,0.7934,FedTROS-PR
0.3300769230769231,0.7934666666666667,FedTROS-PR
0.33076923076923076,0.7941333333333334,FedTROS-PR
0.33164102564102566,0.7953333333333333,FedTROS-PR
0.3321282051282051,0.7954666666666667,FedTROS-PR
0.3322564102564103,0.7956666666666666,FedTROS-PR
0.33271794871794874,0.7958,FedTROS-PR
0.3332307692307692,0.7966666666666666,FedTROS-PR
0.3334358974358974,0.7968666666666666,FedTROS-PR
0.33382051282051284,0.7969333333333334,FedTROS-PR
0.3341025641025641,0.7969333333333334,FedTROS-PR
0.3353589743589744,0.7980666666666667,FedTROS-PR
0.3353846153846154,0.7980666666666667,FedTROS-PR
0.3356153846153846,0.7981333333333334,FedTROS-PR
0.33605128205128204,0.7985333333333333,FedTROS-PR
0.3362051282051282,0.7986666666666666,FedTROS-PR
0.3363076923076923,0.7988,FedTROS-PR
0.33666666666666667,0.7992,FedTROS-PR
0.3374102564102564,0.7997333333333333,FedTROS-PR
0.3375128205128205,0.7998666666666666,FedTROS-PR
0.33774358974358976,0.7998666666666666,FedTROS-PR
0.33807692307692305,0.8000666666666667,FedTROS-PR
0.3384615384615385,0.8001333333333334,FedTROS-PR
0.33925641025641023,0.8007333333333333,FedTROS-PR
0.3393846153846154,0.801,FedTROS-PR
0.33984615384615385,0.8010666666666667,FedTROS-PR
0.34007692307692305,0.8013333333333333,FedTROS-PR
0.3402820512820513,0.8018,FedTROS-PR
0.3403846153846154,0.8018,FedTROS-PR
0.3405641025641026,0.8018,FedTROS-PR
0.3407179487179487,0.802,FedTROS-PR
0.34202564102564104,0.8026666666666666,FedTROS-PR
0.3424615384615385,0.8026666666666666,FedTROS-PR
0.3425897435897436,0.8026666666666666,FedTROS-PR
0.34282051282051285,0.8028666666666666,FedTROS-PR
0.34302564102564104,0.8031333333333334,FedTROS-PR
0.3432051282051282,0.8032666666666667,FedTROS-PR
0.34407692307692306,0.8040666666666667,FedTROS-PR
0.3442820512820513,0.8044,FedTROS-PR
0.3443076923076923,0.8044,FedTROS-PR
0.3446666666666667,0.8047333333333333,FedTROS-PR
0.34502564102564104,0.8048666666666666,FedTROS-PR
0.34517948717948715,0.805,FedTROS-PR
0.3453333333333333,0.8050666666666667,FedTROS-PR
0.3454871794871795,0.8050666666666667,FedTROS-PR
0.34574358974358976,0.8053333333333333,FedTROS-PR
0.3462051282051282,0.8054666666666667,FedTROS-PR
0.3465128205128205,0.8055333333333333,FedTROS-PR
0.34705128205128205,0.8058666666666666,FedTROS-PR
0.34707692307692306,0.8058666666666666,FedTROS-PR
0.34723076923076923,0.8060666666666667,FedTROS-PR
0.34774358974358976,0.8063333333333333,FedTROS-PR
0.34784615384615386,0.8064666666666667,FedTROS-PR
0.348,0.8066,FedTROS-PR
0.3483076923076923,0.8069333333333333,FedTROS-PR
0.3483076923076923,0.8071333333333334,FedTROS-PR
0.34833333333333333,0.8071333333333334,FedTROS-PR
0.3484102564102564,0.8073333333333333,FedTROS-PR
0.3484615384615385,0.8073333333333333,FedTROS-PR
0.34884615384615386,0.8078,FedTROS-PR
0.34892307692307695,0.8078,FedTROS-PR
0.34894871794871796,0.808,FedTROS-PR
0.3496153846153846,0.8083333333333333,FedTROS-PR
0.34994871794871796,0.8084666666666667,FedTROS-PR
0.35028205128205125,0.8084666666666667,FedTROS-PR
0.3505128205128205,0.8088666666666666,FedTROS-PR
0.3516666666666667,0.8091333333333334,FedTROS-PR
0.3524358974358974,0.8093333333333333,FedTROS-PR
0.353,0.8097333333333333,FedTROS-PR
0.35325641025641025,0.8098,FedTROS-PR
0.3534871794871795,0.8100666666666667,FedTROS-PR
0.35435897435897434,0.8108,FedTROS-PR
0.3543846153846154,0.8108666666666666,FedTROS-PR
0.35484615384615387,0.8109333333333333,FedTROS-PR
0.35517948717948716,0.8109333333333333,FedTROS-PR
0.3553846153846154,0.8112,FedTROS-PR
0.35605128205128206,0.8117333333333333,FedTROS-PR
0.3561025641025641,0.8118,FedTROS-PR
0.35617948717948716,0.8118,FedTROS-PR
0.35635897435897435,0.8118666666666666,FedTROS-PR
0.35643589743589743,0.8119333333333333,FedTROS-PR
0.3565128205128205,0.8119333333333333,FedTROS-PR
0.35684615384615387,0.8124,FedTROS-PR
0.35725641025641025,0.8125333333333333,FedTROS-PR
0.3577692307692308,0.8130666666666667,FedTROS-PR
0.35784615384615387,0.8130666666666667,FedTROS-PR
0.3586153846153846,0.8136,FedTROS-PR
0.3586410256410256,0.8136,FedTROS-PR
0.3588205128205128,0.814,FedTROS-PR
0.35894871794871797,0.814,FedTROS-PR
0.35920512820512823,0.8141333333333334,FedTROS-PR
0.35928205128205126,0.8141333333333334,FedTROS-PR
0.35928205128205126,0.8143333333333334,FedTROS-PR
0.35935897435897435,0.8144666666666667,FedTROS-PR
0.35953846153846153,0.8146666666666667,FedTROS-PR
0.3596153846153846,0.8147333333333333,FedTROS-PR
0.359974358974359,0.8152,FedTROS-PR
0.36012820512820515,0.8152666666666667,FedTROS-PR
0.36023076923076924,0.8152666666666667,FedTROS-PR
0.3606923076923077,0.8156666666666667,FedTROS-PR
0.3606923076923077,0.8157333333333333,FedTROS-PR
0.36133333333333334,0.8164666666666667,FedTROS-PR
0.36143589743589744,0.8166,FedTROS-PR
0.3615128205128205,0.8166,FedTROS-PR
0.36153846153846153,0.8166,FedTROS-PR
0.3625128205128205,0.817,FedTROS-PR
0.3625897435897436,0.8170666666666667,FedTROS-PR
0.3627435897435897,0.8174666666666667,FedTROS-PR
0.3627435897435897,0.8176,FedTROS-PR
